url,name,amount,maxwithdraw,minwithdraw,ratio,rollover,score
slotmate88.com,Referral Bonus,30.0,0.0,0.0,0.0,0.0,3000.0
gday77au.com,VIP 1♠,30.0,0.0,0.0,0.0,30.0,3000.0
cuntwin.com,Referral Bonus,30.0,0.0,0.0,0.0,0.0,3000.0
betmeth.com,Referral Bonus,30.0,0.0,0.0,0.0,0.0,3000.0
fuckingmeth.com,Referral Bonus,30.0,0.0,0.0,0.0,0.0,3000.0
pokies33au.com,Daily Bonus,30.0,0.0,0.0,0.0,0.0,3000.0
pokies33au.com,Daily Depsoit,30.0,0.0,0.0,0.0,150.0,3000.0
wildspin24.com,LOSS FREE,30.0,0.0,0.0,0.0,0.0,3000.0
in8.one,Rescue Bonus Tier 1,30.0,0.0,0.0,0.0,0.0,3000.0
enjoy96.com,1️⃣⭐️ VIP FREE,30.0,0.0,0.0,0.0,30.0,3000.0
deespin.com,Referral Bonus,30.0,0.0,0.0,0.0,0.0,3000.0
weplay88.com,New Register Free,30.0,0.0,0.0,0.0,0.0,3000.0
legit99.com,Referral Bonus,30.0,0.0,0.0,0.0,0.0,3000.0
tab9au.com,2️⃣⭐️ VIP FREE,29.9,0.0,0.0,0.0,29.9,2990.0
aucloud9.com,MAY WELCOME BACK BONUS,29.0,0.0,0.0,0.0,0.0,2900.0
richman96.com,DAILY DEPOSIT MISSION,29.0,0.0,0.0,0.0,0.0,2900.0
aucloud9.com,REWARD 100 x5,28.99,0.0,0.0,0.0,0.0,2899.0
icebet888.com,Daily Achievement V2,28.88,0.0,0.0,0.0,0.0,2888.0
nightclubaus.com,Twitter Step,28.88,0.0,0.0,0.0,0.0,2888.0
v8au.com,SPECIAL CHUCK IN!,28.0,0.0,0.0,0.0,0.0,2800.0
king88pokies.com,VPower & Imperium 2nd,28.0,0.0,0.0,0.0,0.0,2800.0
fortune88au.com,VIP Upgrade Bonus – Silver,28.0,0.0,0.0,0.0,3.0,2800.0
ubet96.com,A1 IMPERIUM,28.0,0.0,0.0,0.0,0.0,2800.0
ubet96.com,First daily bonus,28.0,0.0,0.0,0.0,0.0,2800.0
mrbean9.com,Telegram Bonus 28,28.0,0.0,0.0,0.0,0.0,2800.0
crown777au.com,DAILY TARGET BONUS,27.77,0.0,0.0,0.0,0.0,2777.0
truewin77.com,EXCLUSIVE FREEBIE,27.77,0.0,0.0,0.0,0.0,2777.0
topcash7.com,SPECIAL RED PACKET A$27,27.0,0.0,0.0,0.0,0.0,2700.0
topcash7.com,FREE SPIN A$27,27.0,0.0,0.0,0.0,0.0,2700.0
truewin77.com,TRULY SPECIAL II,27.0,0.0,0.0,0.0,0.0,2700.0
intensityaus.com,Extra Money No.4 (Daily),26.88,0.0,0.0,0.0,0.0,2688.0
ubet66aus.com,Daily Mission,26.66,0.0,0.0,0.0,0.0,2666.0
wombats88.com,Loyalty Ⅱ,26.66,0.0,0.0,0.0,0.0,2666.0
richman96.com,IMPERIUM Tycoon,26.0,0.0,0.0,0.0,0.0,2600.0
mee88aus.com,100x6 Stack,25.0,0.0,0.0,0.0,0.0,2500.0
v12betau.net,⭐️ VIP 2 FREE,25.0,0.0,0.0,0.0,1.0,2500.0
betworld96au.com,VIP GOLD,25.0,0.0,0.0,0.0,25.0,2500.0
wombats88.com,$300 Daily Objective,25.0,0.0,0.0,0.0,0.0,2500.0
pokies33au.com,IMPERIUM,25.0,0.0,0.0,0.0,0.0,2500.0
cashnet99.com,Daily First 25%,25.0,0.0,0.0,0.0,0.0,2500.0
v6aus.com,⭐️ᴠɪᴘ⭐️⭐️⭐️,25.0,0.0,0.0,0.0,0.0,2500.0
gofun33.com,⭐️ VIP 2 FREE,25.0,0.0,0.0,0.0,0.0,2500.0
truewin77.com,IMPERIUM DAILY,25.0,0.0,0.0,0.0,0.0,2500.0
class777.com,MONDAY VIP II FREE,25.0,0.0,0.0,0.0,25.0,2500.0
winx96.com,ᴍᴏɴᴅᴀʏ ᴠɪᴘ Ⅲ ꜰʀᴇᴇ,25.0,0.0,0.0,0.0,25.0,2500.0
megabet26.com,Daily Deposit 500 Bonus,25.0,0.0,0.0,0.0,0.0,2500.0
cr33au.com,Daily Free Points,3200.0,15.0,64000.0,20.0,0.0,2400.0
ubet96.com,Cashback Gold,23.88,0.0,0.0,0.0,0.0,2388.0
pokies33au.com,Deposit $500,23.0,0.0,0.0,0.0,5.0,2300.0
ubet66aus.com,Daily Mission,22.66,0.0,0.0,0.0,0.0,2266.0
v12betau.net,Daily Slot Bonus,22.0,0.0,0.0,0.0,0.0,2200.0
mrwin68.com,REGISTER FREE,21.0,0.0,0.0,0.0,0.0,2100.0
live77bet.com,RED ENVELOPE 60X5,20.88,0.0,0.0,0.0,1.0,2088.0
ubet96.com,Cashback Diamond,20.88,0.0,0.0,0.0,0.0,2088.0
nightclubaus.com,Daily Reward II,20.88,0.0,0.0,0.0,62.64,2088.0
luxe66.com,Special Bonus,20.0,0.0,0.0,0.0,0.0,2000.0
mee88aus.com,100x4 Stack,20.0,0.0,0.0,0.0,0.0,2000.0
mee88aus.com,200x2 Stack,20.0,0.0,0.0,0.0,0.0,2000.0
dolphin88.co,Weekly Facebook,20.0,0.0,0.0,0.0,0.0,2000.0
7pokies.com,Boongo Exclusive I,20.0,0.0,0.0,0.0,0.0,2000.0
kangaroo88.com,Boxing Round 1️⃣20 Free,20.0,0.0,0.0,0.0,6.0,2000.0
unitedau.com,Day 3 (Wednesday),20.0,0.0,0.0,0.0,0.0,2000.0
methking.com,Daily First Deposit 20%,20.0,0.0,0.0,0.0,4.0,2000.0
king88pokies.com,Daily 1st Bonus,20.0,0.0,0.0,0.0,0.0,2000.0
ubet66aus.com,Rejoin Bonus,20.0,0.0,0.0,0.0,2.0,2000.0
uap66.com,Appreciation 20,20.0,0.0,0.0,0.0,0.0,2000.0
richman96.com,IMPERIUM Master,20.0,0.0,0.0,0.0,0.0,2000.0
richman96.com,DAILY FIRST DEPOSIT BONUS,20.0,0.0,0.0,0.0,0.0,2000.0
richman96.com,WELCOME BACK FREE,20.0,0.0,0.0,0.0,0.0,2000.0
slotmate88.com,Daily First Deposit 20%,20.0,0.0,0.0,0.0,4.0,2000.0
crown777au.com,DAILY BONUS,20.0,0.0,0.0,0.0,0.0,2000.0
pokies4bet.com,SPECIAL DAILY QUEST,20.0,0.0,0.0,0.0,0.0,2000.0
pokies4bet.com,DAILY FIRST DEPOSIT,20.0,0.0,0.0,0.0,0.0,2000.0
betmeth.com,Daily First Deposit 20%,20.0,0.0,0.0,0.0,4.0,2000.0
me99aud.com,Join Random Free Credit,20.0,0.0,0.0,0.0,0.0,2000.0
pokies33au.com,Get Free,20.0,0.0,0.0,0.0,0.0,2000.0
ubet96.com,Daily Free,20.0,0.0,0.0,0.0,0.0,2000.0
ubet96.com,Twitter Bonus,20.0,0.0,0.0,0.0,0.0,2000.0
tab968.com,Day 3 (Wednesday),20.0,0.0,0.0,0.0,0.0,2000.0
intensityaus.com,Daily Special 1st (Slots),20.0,0.0,0.0,0.0,0.0,2000.0
intensityaus.com,Daily Special 2nd (Slots),20.0,0.0,0.0,0.0,0.0,2000.0
icebet888.com,Daily Bonus 20%,20.0,0.0,0.0,0.0,4.0,2000.0
nightclubaus.com,Active Free,20.0,0.0,0.0,0.0,0.0,2000.0
nightclubaus.com,Daily Bonus,20.0,0.0,0.0,0.0,0.0,2000.0
weplay88.com,Day 3 loss,20.0,0.0,0.0,0.0,0.0,2000.0
mrbean9.com,Join Random Free Credit,20.0,0.0,0.0,0.0,0.0,2000.0
onyxaud.com,Day 3 loss,20.0,0.0,0.0,0.0,0.0,2000.0
megabet26.com,Daily First,20.0,0.0,0.0,0.0,0.0,2000.0
megabet26.com,Daily Deposit 400 Bonus,20.0,0.0,0.0,0.0,0.0,2000.0
tab9au.com,1️⃣⭐️ VIP FREE,19.9,0.0,0.0,0.0,19.9,1990.0
mrbean9.com,50Aud per 3 receipt Voucher (LOSS CREDIT),19.33,0.0,0.0,0.0,0.0,1933.0
super996.com,LOSSCREDIT MC,19.0,0.0,0.0,0.0,20.0,1900.0
richman96.com,DAILY DEPOSIT MISSION,19.0,0.0,0.0,0.0,0.0,1900.0
keno99.com,EXCLUSIVE FREE $19,19.0,0.0,0.0,0.0,190.0,1900.0
aucloud9.com,REWARD 50 x5,18.99,0.0,0.0,0.0,0.0,1899.0
avg88.com,SHARE BONUS (LOSSCREDIT),18.88,0.0,0.0,0.0,0.0,1888.0
v8au.com,DAILY ROLLERS 4,18.88,0.0,0.0,0.0,0.0,1888.0
rec99au.com,JOIN & INVITE BONUS,18.88,0.0,0.0,0.0,0.0,1888.0
onya88.com,DAILY DEPOSIT $300,18.88,0.0,0.0,0.0,94.4,1888.0
aus88win.com,VVIP I,18.88,0.0,0.0,0.0,56.64,1888.0
cashnet99.com,DAILY DEPOSIT 10 TIMES,18.88,0.0,0.0,0.0,1.0,1888.0
icebet888.com,Daily Achievement V1,18.88,0.0,0.0,0.0,100.0,1888.0
nightclubaus.com,Mission Telegram Bot,18.88,0.0,0.0,0.0,0.0,1888.0
ozreel88.com,VIP SILVER,18.88,0.0,0.0,0.0,94.4,1888.0
v8au.com,AMOPAY TREATS,18.0,0.0,0.0,0.0,3.0,1800.0
mee88aus.com,100x2 Stack,18.0,0.0,0.0,0.0,0.0,1800.0
bigboss88.vip,SOCIAL SHARING FREE CHIPS,18.0,0.0,0.0,0.0,0.0,1800.0
aucloud9.com,Daily Deposit Mission II,18.0,0.0,0.0,0.0,0.0,1800.0
v12betau.net,Daily Slot Bonus,18.0,0.0,0.0,0.0,0.0,1800.0
king88pokies.com,VPower & Imperium 1st,18.0,0.0,0.0,0.0,0.0,1800.0
cr33au.com,WhatsApp Join Community,18.0,0.0,0.0,0.0,0.0,1800.0
kingpower365.com,Exclusive VPower Get,18.0,0.0,0.0,0.0,0.0,1800.0
aus88win.com,Facebook Bonus Free,18.0,0.0,0.0,0.0,0.0,1800.0
glorya77.com,APP BONUS,18.0,0.0,0.0,0.0,0.0,1800.0
ubet96.com,Referral Bonus 2,18.0,0.0,0.0,0.0,3.0,1800.0
kingtech88.com,Social Sharing Rewards,18.0,0.0,0.0,0.0,0.0,1800.0
mwaus.co,Lucky Spin AUD 18,18.0,0.0,0.0,0.0,144.0,1800.0
crown777au.com,DAILY TARGET BONUS,17.77,0.0,0.0,0.0,0.0,1777.0
live77bet.com,RED ENVELOPE 100X3,17.77,0.0,0.0,0.0,1.0,1777.0
topcash7.com,SPECIAL RED PACKET A$17,17.0,0.0,0.0,0.0,0.0,1700.0
topcash7.com,FREE SPIN A$17,17.0,0.0,0.0,0.0,0.0,1700.0
supreme777.com,1️⃣⭐️ VIP FREE,17.0,0.0,0.0,0.0,17.0,1700.0
live77bet.com,Daily Deposit Mission II,17.0,0.0,0.0,0.0,0.0,1700.0
live77bet.com,Welcome Monthly Back Free,17.0,0.0,0.0,0.0,0.0,1700.0
truewin77.com,TRULY SPECIAL I,17.0,0.0,0.0,0.0,0.0,1700.0
aucloud9.com,REWARD 100 x3,16.99,0.0,0.0,0.0,0.0,1699.0
intensityaus.com,Extra Money No.3 (Daily),16.88,0.0,0.0,0.0,0.0,1688.0
auwin7.com,DAILY CHECK IN DAY3,16.88,0.0,0.0,0.0,0.0,1688.0
aucloud9.com,REWARD 30 x5,16.66,0.0,0.0,0.0,0.0,1666.0
ubet66aus.com,REJOIN FREE CREDIT,16.66,0.0,0.0,0.0,0.0,1666.0
ubet66aus.com,VVIP DAILY FREE,16.66,0.0,0.0,0.0,1.0,1666.0
ubet66aus.com,Daily Revenge Free,16.66,0.0,0.0,0.0,0.0,1666.0
ubet66aus.com,Birthday Bonus,16.66,0.0,0.0,0.0,2.0,1666.0
ubet66aus.com,Weekly Bonus,16.66,0.0,0.0,0.0,16.66,1666.0
cr33au.com,Daily Points Reward,198.0,10.0,238.0,1.2,0.0,1650.0
mee88aus.com,50x6 Stack,16.0,0.0,0.0,0.0,0.0,1600.0
mmd9.net,I ⭐️ VIP FREE,16.0,0.0,0.0,0.0,16.0,1600.0
richman96.com,IMPERIUM Gold,16.0,0.0,0.0,0.0,0.0,1600.0
live77bet.com,RED ENVELOPE 60X3,15.88,0.0,0.0,0.0,1.0,1588.0
fortune88au.com,lose credit Deposit 100 x5,15.88,0.0,0.0,0.0,4.0,1588.0
ubet96.com,Cashback Silver,15.88,0.0,0.0,0.0,0.0,1588.0
candymommy.co,MISSING HOURLY BONUS,15.0,0.0,0.0,0.0,0.0,1500.0
unitedau.com,Day 2 (Tuesday),15.0,0.0,0.0,0.0,0.0,1500.0
efa99aus.com,1️⃣⭐️ VIP FREE,15.0,0.0,0.0,0.0,0.0,1500.0
king88pokies.com,VPower & Imperium,15.0,0.0,0.0,0.0,0.0,1500.0
ubet66aus.com,Weekend Unlimited Bonus,15.0,0.0,0.0,0.0,2.0,1500.0
ubet66aus.com,Daily First Bonus 15%,15.0,0.0,0.0,0.0,2.0,1500.0
pokies4bet.com,SPECIAL UNLIMITED,15.0,0.0,0.0,0.0,0.0,1500.0
pokies33au.com,Daily Deposit,15.0,0.0,0.0,0.0,75.0,1500.0
bigpay77.net,Join Random Free Credit,15.0,0.0,0.0,0.0,0.0,1500.0
weplay88.com,Day 2 loss,15.0,0.0,0.0,0.0,0.0,1500.0
onyxaud.com,Day 2 loss,15.0,0.0,0.0,0.0,0.0,1500.0
megabet26.com,Daily Deposit 300 Bonus,15.0,0.0,0.0,0.0,0.0,1500.0
i8au.online,Daily First Topup Bonus,15.0,0.0,0.0,0.0,0.0,1500.0
mee88aus.com,50x4 Stack,14.0,0.0,0.0,0.0,0.0,1400.0
cyberpunk369.com,Loss Check-in Bonus SUNDAY,14.0,0.0,0.0,0.0,0.0,1400.0
ubet66aus.com,Daily Mission,13.66,0.0,0.0,0.0,0.0,1366.0
richman96.com,DAILY DEPOSIT 50x6,13.66,0.0,0.0,0.0,0.0,1366.0
cr33au.com,Special Free 13AUD,13.0,0.0,0.0,0.0,130.0,1300.0
mmd9.net,SATURDAY BONUS,12.99,0.0,0.0,0.0,3.0,1299.0
mee88aus.com,30x6 Stack,12.0,0.0,0.0,0.0,0.0,1200.0
mee88aus.com,50x2 Stack,12.0,0.0,0.0,0.0,0.0,1200.0
v12betau.net,Daily Slot Bonus,12.0,0.0,0.0,0.0,0.0,1200.0
v12betau.net,Unlimited Bonus,12.0,0.0,0.0,0.0,10.0,1200.0
eebet9.com,LOSSCREDIT MC,12.0,0.0,0.0,0.0,2.0,1200.0
mmd9.net,FRIDAY BONUS,11.99,0.0,0.0,0.0,3.0,1199.0
kangaroo88.com,Roo's Weekly Facebook,11.11,0.0,0.0,0.0,0.0,1111.0
mmd9.net,THURSDAY BONUS,10.99,0.0,0.0,0.0,3.0,1099.0
ubet96.com,Cashback Platinum,10.88,0.0,0.0,0.0,0.0,1088.0
ubet96.com,Cashback Bronza,10.88,0.0,0.0,0.0,10.88,1088.0
nightclubaus.com,Daily Reward I,10.88,0.0,0.0,0.0,32.64,1088.0
live77bet.com,RED ENVELOPE 30X5,10.77,0.0,0.0,0.0,1.0,1077.0
ubet66aus.com,Daily Mission,10.66,0.0,0.0,0.0,0.0,1066.0
spinking.co,10% Unlimited,10.0,0.0,0.0,0.0,3.0,1000.0
spade69.co,Downline Deposit $20 Get,10.0,0.0,0.0,0.0,0.0,1000.0
raabet9.com,10% Unlimited,10.0,0.0,0.0,0.0,3.0,1000.0
aucloud9.com,Telegram Free,10.0,0.0,0.0,0.0,0.0,1000.0
aucloud9.com,Telegram Bot Free,10.0,0.0,0.0,0.0,0.0,1000.0
aucloud9.com,SLOT DAILY BONUS,10.0,0.0,0.0,0.0,0.0,1000.0
unitedau.com,Day 1 (Monday),10.0,0.0,0.0,0.0,0.0,1000.0
gtbet9au.com,REFERRAL BONUS,10.0,0.0,0.0,0.0,0.0,1000.0
methking.com,10% Unlimited,10.0,0.0,0.0,0.0,3.0,1000.0
mmd9.net,INSTANT CASHBACK,10.0,0.0,0.0,0.0,0.0,1000.0
ubet66aus.com,WFGaming FREE 10,10.0,0.0,0.0,0.0,1.0,1000.0
ubet66aus.com,Facebook Share,10.0,0.0,0.0,0.0,1.0,1000.0
ubet66aus.com,Telegram Share,10.0,0.0,0.0,0.0,1.0,1000.0
ubet66aus.com,Unlimited Slot bonus,10.0,0.0,0.0,0.0,2.0,1000.0
uap66.com,Appreciation 10,10.0,0.0,0.0,0.0,0.0,1000.0
we1winau.com,Downline Deposit Free,10.0,0.0,0.0,0.0,0.0,1000.0
richman96.com,IMPERIUM Silver,10.0,0.0,0.0,0.0,0.0,1000.0
richman96.com,Telegram Bot Free,10.0,0.0,0.0,0.0,0.0,1000.0
richman96.com,Telegram Free,10.0,0.0,0.0,0.0,0.0,1000.0
richman96.com,DAILY DEPOSIT BONUS,10.0,0.0,0.0,0.0,0.0,1000.0
supreme777.com,Unlimited Bonus❤️❤️,10.0,0.0,0.0,0.0,0.0,1000.0
slotmate88.com,10% Unlimited,10.0,0.0,0.0,0.0,3.0,1000.0
pokies4bet.com,SPECIAL DAILY QUEST,10.0,0.0,0.0,0.0,0.0,1000.0
pokies4bet.com,UNLIMITED BONUS,10.0,0.0,0.0,0.0,0.0,1000.0
betworld96au.com,VIP SILVER,10.0,0.0,0.0,0.0,10.0,1000.0
live77bet.com,Telegram Free,10.0,0.0,0.0,0.0,0.0,1000.0
live77bet.com,Telegram Bot Free,10.0,0.0,0.0,0.0,0.0,1000.0
live77bet.com,Twitter Free,10.0,0.0,0.0,0.0,0.0,1000.0
live77bet.com,10% DAILY BONUS,10.0,0.0,0.0,0.0,0.0,1000.0
aus88win.com,Telegram INVITE Bonus,10.0,0.0,0.0,0.0,0.0,1000.0
mrpokies9.com,Disruption Bonus,10.0,0.0,0.0,0.0,0.0,1000.0
mrpokies9.com,VIP SPECIAL BONUS,10.0,0.0,0.0,0.0,0.0,1000.0
cuntwin.com,10% Unlimited,10.0,0.0,0.0,0.0,3.0,1000.0
betmeth.com,10% Unlimited,10.0,0.0,0.0,0.0,3.0,1000.0
fuckingmeth.com,10% Unlimited,10.0,0.0,0.0,0.0,3.0,1000.0
ipay9aud.com,FREE CHIPS loss,10.0,0.0,0.0,0.0,0.0,1000.0
royale9au.com,Random Free Chips,10.0,0.0,0.0,0.0,0.0,1000.0
v6aus.com,⭐️ᴠɪᴘ⭐️⭐️,10.0,0.0,0.0,0.0,0.0,1000.0
ubet96.com,Special 1 Day,10.0,0.0,0.0,0.0,0.0,1000.0
ubet96.com,Referral Bonus 1,10.0,0.0,0.0,0.0,3.0,1000.0
tab968.com,Day 1 (Monday),10.0,0.0,0.0,0.0,0.0,1000.0
intensityaus.com,Unlimited Bonus (Slots),10.0,0.0,0.0,0.0,0.0,1000.0
icebet888.com,Limited Slot Bonus 10%,10.0,0.0,0.0,0.0,3.0,1000.0
icebet888.com,Unlimited Live Casino 10%,10.0,0.0,0.0,0.0,8.0,1000.0
koala88.co,Weekly Free Facebook,10.0,0.0,0.0,0.0,0.0,1000.0
truewin77.com,TRULY UNLIMITED,10.0,0.0,0.0,0.0,0.0,1000.0
nightclubaus.com,Unlimited bonus,10.0,0.0,0.0,0.0,0.0,1000.0
weplay88.com,Day 1 loss,10.0,0.0,0.0,0.0,0.0,1000.0
class777.com,SUNDAY VIP II FREE,10.0,0.0,0.0,0.0,10.0,1000.0
u88aud.com,Downline Deposit Free,10.0,0.0,0.0,0.0,0.0,1000.0
onyxaud.com,Day 1 loss,10.0,0.0,0.0,0.0,0.0,1000.0
onyxaud.com,2 TIME FREE $10⭐️,10.0,0.0,0.0,0.0,0.0,1000.0
onyxaud.com,Share Bonus,10.0,0.0,0.0,0.0,0.0,1000.0
winx96.com,ꜱᴜɴᴅᴀʏ ᴠɪᴘ Ⅱ ꜰʀᴇᴇ,10.0,0.0,0.0,0.0,10.0,1000.0
pokiefox.com,Disruption Bonus,10.0,0.0,0.0,0.0,0.0,1000.0
megabet26.com,Slot Unlimited,10.0,0.0,0.0,0.0,1.0,1000.0
megabet26.com,Friday Frenzy,10.0,0.0,0.0,0.0,0.0,1000.0
megabet26.com,Daily Deposit 200 Bonus,10.0,0.0,0.0,0.0,0.0,1000.0
aud99.com,Facebook Share Event,10.0,0.0,0.0,0.0,0.0,1000.0
mmd9.net,WEDNESDAY BONUS,9.99,0.0,0.0,0.0,3.0,999.0
mee88aus.com,20x6 Stack,9.0,0.0,0.0,0.0,0.0,900.0
mee88aus.com,30x4 Stack,9.0,0.0,0.0,0.0,0.0,900.0
ubet66aus.com,Weekly Commission,9.0,0.0,0.0,0.0,10.0,900.0
keno99.com,EXCLUSIVE FREE $9,9.0,0.0,0.0,0.0,90.0,900.0
9au.com,MATE'S INVITE,9.0,0.0,0.0,0.0,10.0,900.0
vv88aud.io,DEPOSIT $20 X 6 FREE,9.0,0.0,0.0,0.0,0.0,900.0
aucloud9.com,REWARD 50 x3,8.99,0.0,0.0,0.0,1.0,899.0
mmd9.net,TUESDAY BONUS,8.99,0.0,0.0,0.0,3.0,899.0
v8au.com,DAILY ROLLERS 3,8.88,0.0,0.0,0.0,0.0,888.0
bigboss88.vip,JUN GIFT,8.88,0.0,0.0,0.0,90.0,888.0
onya88.com,DAILY DEPOSIT $100,8.88,0.0,0.0,0.0,44.4,888.0
wombats88.com,Loyalty Ⅰ,8.88,0.0,0.0,0.0,0.0,888.0
pokies33au.com,Special Weekend Free,8.88,0.0,0.0,0.0,0.0,888.0
cashnet99.com,DAILY DEPOSIT 5 TIMES,8.88,0.0,0.0,0.0,1.0,888.0
ozreel88.com,V I P,8.88,0.0,0.0,0.0,44.4,888.0
1spinnwin.com,WEEKLY COMMISSION,8.0,0.0,0.0,0.0,4.0,800.0
avg88.com,WEEKLY COMMISION,8.0,0.0,0.0,0.0,5.0,800.0
v8au.com,INFINITY BONUS,8.0,0.0,0.0,0.0,0.0,800.0
mee88aus.com,10x6 Stack,8.0,0.0,0.0,0.0,0.0,800.0
mee88aus.com,30x2 Stack,8.0,0.0,0.0,0.0,0.0,800.0
aucloud9.com,Daily Deposit Mission I,8.0,0.0,0.0,0.0,0.0,800.0
v12betau.net,Unlimited Bonus,8.0,0.0,0.0,0.0,8.0,800.0
king88pokies.com,Downline Deposit,8.0,0.0,0.0,0.0,0.0,800.0
king88pokies.com,Unlimited Bonus,8.0,0.0,0.0,0.0,0.0,800.0
supreme777.com,Unlimited Bonus❤️,8.0,0.0,0.0,0.0,0.0,800.0
crown777au.com,UNLIMITED BONUS,8.0,0.0,0.0,0.0,0.0,800.0
crown777au.com,DOWNLINE DEPOSIT FREE,8.0,0.0,0.0,0.0,0.0,800.0
pokies4bet.com,UNLIMITED BONUS,8.0,0.0,0.0,0.0,0.0,800.0
mrpokies9.com,VIP BONUS,8.0,0.0,0.0,0.0,0.0,800.0
super96au.com,NEW SHARE BONUS,8.0,0.0,0.0,0.0,0.0,800.0
aud33.com,POKIES UNLIMITED BONUS,8.0,0.0,0.0,0.0,0.0,800.0
pokies33au.com,Get Free,8.0,0.0,0.0,0.0,0.0,800.0
pokies33au.com,Slot Unlimited Bonus,8.0,0.0,0.0,0.0,2.0,800.0
pokies33au.com,Daily Deposit,8.0,0.0,0.0,0.0,0.0,800.0
fortune88au.com,VIP Upgrade Bonus – Bronze,8.0,0.0,0.0,0.0,3.0,800.0
fortune88au.com,FREE CHIP 8$,8.0,0.0,0.0,0.0,1.0,800.0
mwaus.co,Lucky Spin AUD 8,8.0,0.0,0.0,0.0,64.0,800.0
intensityaus.com,Unlimited Bonus (Slots),8.0,0.0,0.0,0.0,0.0,800.0
intensityaus.com,Daily Bonus (Live),8.0,0.0,0.0,0.0,0.0,800.0
truewin77.com,TRULY UNLIMITED,8.0,0.0,0.0,0.0,0.0,800.0
rugby77.com,Facebook Share Post,8.0,0.0,0.0,0.0,0.0,800.0
gold77au.com,Facebook Share Post,8.0,0.0,0.0,0.0,0.0,800.0
megabet26.com,Slot Unlimited,8.0,0.0,0.0,0.0,1.0,800.0
megabet26.com,Referral Bonus,8.0,0.0,0.0,0.0,0.0,800.0
tnt99au.com,FACEBOOK SHARE POST,8.0,0.0,0.0,0.0,0.0,800.0
kaboom77.com,Daily 1st Red Packet,7.77,0.0,0.0,0.0,0.0,777.0
crown777au.com,DAILY TARGET BONUS,7.77,0.0,0.0,0.0,0.0,777.0
truewin77.com,EXCLUSIVE FREEBIE,7.77,0.0,0.0,0.0,0.0,777.0
cr33au.com,2nd Deposit $30 Free,7.33,0.0,0.0,0.0,0.0,733.0
mee88aus.com,20x4 Stack,7.0,0.0,0.0,0.0,0.0,700.0
topcash7.com,SPECIAL RED PACKET A$7,7.0,0.0,0.0,0.0,0.0,700.0
topcash7.com,FREE SPIN A$7,7.0,0.0,0.0,0.0,0.0,700.0
live77bet.com,Daily Deposit Mission I,7.0,0.0,0.0,0.0,0.0,700.0
truewin77.com,TRULY UNLIMITED,7.0,0.0,0.0,0.0,0.0,700.0
vv88aud.io,DEPOSIT $20 X 3 FREE,7.0,0.0,0.0,0.0,0.0,700.0
bn8aus.com,LOST REBATE,7.0,0.0,0.0,0.0,0.0,700.0
aucloud9.com,REWARD 30 x3,6.88,0.0,0.0,0.0,0.0,688.0
ubet96.com,Cashback Bronze,6.88,0.0,0.0,0.0,0.0,688.0
intensityaus.com,Extra Money No.2 (Daily),6.88,0.0,0.0,0.0,0.0,688.0
auwin7.com,DAILY CHECK IN DAY1,6.88,0.0,0.0,0.0,0.0,688.0
live77bet.com,RED ENVELOPE 30X3,6.77,0.0,0.0,0.0,1.0,677.0
ubet66aus.com,Daily Mission,6.66,0.0,0.0,0.0,0.0,666.0
ubet66aus.com,Weekly Bonus,6.66,0.0,0.0,0.0,6.66,666.0
uap66.com,UAP66 Apps Bonus,6.66,0.0,0.0,0.0,6.0,666.0
richman96.com,DAILY DEPOSIT 50x3,6.66,0.0,0.0,0.0,0.0,666.0
nightclubaus.com,APP Extra bonus,6.66,0.0,0.0,0.0,3.0,666.0
mee88aus.com,COMMISSION,6.6,0.0,0.0,0.0,0.0,660.0
mee88aus.com,10x4 Stack,6.0,0.0,0.0,0.0,0.0,600.0
mee88aus.com,20x2 Stack,6.0,0.0,0.0,0.0,0.0,600.0
ufc66.com,Weekly Commission,6.0,0.0,0.0,0.0,6.0,600.0
richman96.com,IMPERIUM Starter,6.0,0.0,0.0,0.0,0.0,600.0
ubet96.com,Aristrocat Pokies Exclusive,6.0,0.0,0.0,0.0,1.0,600.0
ubet96.com,1 Share Free $6,6.0,0.0,0.0,0.0,0.0,600.0
v8au.com,DAILY ROLLERS 2,5.88,0.0,0.0,0.0,0.0,588.0
cbr8aus.com,Share the Luck,5.88,0.0,0.0,0.0,5.0,588.0
cr33au.com,1st Deposit $30 Free,5.33,0.0,0.0,0.0,0.0,533.0
spinking.co,New Share Bonus,5.0,0.0,0.0,0.0,0.0,500.0
spinking.co,5% Unlimited,5.0,0.0,0.0,0.0,2.0,500.0
raabet9.com,New Share Bonus,5.0,0.0,0.0,0.0,0.0,500.0
raabet9.com,5% Unlimited,5.0,0.0,0.0,0.0,2.0,500.0
bigboss88.vip,FREE SHARE BONUS,5.0,0.0,0.0,0.0,0.0,500.0
methking.com,5% Unlimited,5.0,0.0,0.0,0.0,2.0,500.0
rec99au.com,FREE SHARE BONUS,5.0,0.0,0.0,0.0,0.0,500.0
uap66.com,Weekly Comission,5.0,0.0,0.0,0.0,0.0,500.0
topcash7.com,SPECIAL RED PACKET A$5,5.0,0.0,0.0,0.0,0.0,500.0
richman96.com,WEEKLY AFFILIATE COMMISSION,5.0,0.0,0.0,0.0,0.0,500.0
won96.com,21 DAYS PROGRAME,5.0,0.0,0.0,0.0,9.0,500.0
