url,mname,id,name,transactiontype,bonusfixed,amount,minwithdraw,maxwithdraw,rollover,balance,claimconfig,claimcondition,bonus,bonusrandom,reset,mintopup,maxtopup,referlink,perceived_value,is_new
https://pesi13.com,PESI13,826343,<b>FREE 20 SPIN BNG #R</b>,,0.50,0.5,300,18,0.00,,"{""freeRoundAPI"":{""site"":""WREDGENN2"",""params"":{""game_code"":""3_coins"",""gift"":{""total_bet"":50,""args"":{""type"":""fixed"",""spins"":20}}},""openGame"":{""product"":""1""}},""displayDescriptionOnly"":""1"",""displayAngpaoText"":""1"",""walletId"":1,""changeGameId"":1,""creditLessThan"":0.1}",CUSTOM,0.00,,,,,,0.01480880296470158,0
https://pesi13.com,PESI13,818142,<b>New Member Free PESI<b>,,16.80,16.8,300,20,0.00,,"{""displayAngpaoText"":""1"",""displayDescriptionOnly"":""1"",""creditLessThan"":0.1,""walletId"":1,""changeGameId"":1,""mobileAppOnly"":""1""}",FREE,0.00,,,,,,1.4957807804057723,0
https://pesi13.com,PESI13,812639,<b>Website Design Upgrade BONUS</b> <b>#C</b>,,168.00,168,168,50,0.00,,"{""displayAngpaoText"":""1"",""displayDescriptionOnly"":""1"",""creditLessThan"":0.1,""walletId"":1,""changeGameId"":1}",FREE,0.00,,,,,,81.99929542429888,0
https://pesi13.com,PESI13,812644,<b>PESI APP FREE BONUS</b>,,30.00,30,600,30,0.00,,"{""creditLessThan"":1,""displayDescriptionOnly"":""1"",""mobileAppOnly"":""1"",""displayAngpaoText"":""1"",""ignoreTrxAmount"":1,""walletId"":1,""changeGameId"":1}",FREE,0.00,,,,,,1.5207279252292714,0
https://pesi13.com,PESI13,812700,<b>DAILY FREE SPIN</b> <b>#C</b>,,333.00,333,350,20,0.00,,"{""registerDate"":""2024-02-21"",""creditLessThan"":1,""displayDescriptionOnly"":""1"",""walletId"":1,""changeGameId"":1}",FREE,0.00,,DAILY,,,,62.105219712457476,0
https://topaz33.com,TOPAZ33,142233,<b>FREE 365</b>,,2.00,2,100,20,0.00,,"{""creditLessThan"":0.1,""displayDescriptionOnly"":""1"",""walletId"":1,""changeGameid"":1}",FREE,0.00,,DAILY,,,,0.36187915196815357,0
https://topaz33.com,TOPAZ33,763678,<b>Download Apps Free</b>,,20.00,20,600,5,0.00,,"{""creditLessThan"":0.5,""displayDescriptionOnly"":""1"",""walletId"":1,""changeGameId"":1,""mobileAppOnly"":""1""}",FREE,0.00,,DAILY,,,,0.4655348848810012,0
https://ispeed88au.com,ISPEED88,266299,<b>WELCOME BACK FREE</b>,,100.00,100,500,20,0.00,,"{""displayDescriptionOnly"":""1"",""displayAngpaoText"":""1"",""walletId"":1,""changeGameId"":1}",FREE,0.00,,,,,,8.229572442539286,0
https://ispeed88au.com,ISPEED88,15444,<b>FREE 365 Days<b>,,88.00,88,288,15,0.00,,"{""creditLessThan"":0.1,""displayDescriptionOnly"":""1"",""mobileAppOnly"":""0"",""displayAngpaoText"":""0"",""walletId"":1,""changeGameId"":1}",FREE,0.00,,DAILY,,,,12.629885195615032,0
https://ispeed88au.com,ISPEED88,23517,<b>JOIN TELEGRAM<b>,,100.00,100,888,10,0.00,,"{""displayAngpaoText"":""0"",""displayDescriptionOnly"":""1"",""mobileAppOnly"":""0"",""creditLessThan"":0.1,""registerDate"":""2023-01-01"",""mustJoinTelegramChannel"":""ispeedchannel88"",""walletId"":1,""changeGameId"":1}",FREE,0.00,,,,,,3.161437519846701,0
